o:id,skos:prefLabel,dcterms:isReferencedBy ^^uri,skos:notation,skos:altLabel @fr,skos:altLabel @en,skos:scopeNote @fr,skos:scopeNote @en,skos:broader ^^resource,skos:narrower ^^resource,skos:related ^^resource
3229,Prisoners,http://vocabularies.unesco.org/thesaurus/concept6144,4.20,Prisonnier,Prisoners,,,1094,,868|840|3230|791|3497|4366
3772,Social conflicts,http://vocabularies.unesco.org/thesaurus/concept6245,4.20,Conflit social,Social conflicts,,,3793,4489,2118|3771|1468|799|2233
2207,Juvenile delinquency,http://vocabularies.unesco.org/thesaurus/concept6654,4.20,Délinquance juvénile,Juvenile delinquency,,,1029,,840|2420|1096|4480
845,Corruption,http://vocabularies.unesco.org/thesaurus/concept6676,4.20,Corruption,Corruption,,,868,,40|3122
1154,Drug traffic,http://vocabularies.unesco.org/thesaurus/concept6839,4.20,Trafic de stupéfiants,Drug traffic,,,868,,1150|1152|2730
1456,Espionage,http://vocabularies.unesco.org/thesaurus/concept6840,4.20,Espionnage,Espionage,,,868,,
1879,Homicide,http://vocabularies.unesco.org/thesaurus/concept6841,4.20,Homicide,Homicide,,,868,,1011|4119|3016
1918,Human trafficking,http://vocabularies.unesco.org/thesaurus/concept6842,4.20,Trafic humain,Human trafficking,,,868,,3745|3261|1625
4119,Terrorism,http://vocabularies.unesco.org/thesaurus/concept6843,4.20,Terrorisme,Terrorism,,,868,,3793|1879|4337|4305|1522
4168,Torture,http://vocabularies.unesco.org/thesaurus/concept6844,4.20,Torture,Torture,,,868,,3793|4337|3136
1029,Delinquency,http://vocabularies.unesco.org/thesaurus/concept6853,4.20,Délinquance,Delinquency,,,3793,2207,871|2291|2420|869|3016|3116
4318,Vandalism,http://vocabularies.unesco.org/thesaurus/concept7160,4.20,Vandalisme,Vandalism,,,4337,,944
3182,Poverty,http://vocabularies.unesco.org/thesaurus/concept7235,4.20,Pauvreté,Poverty,,,3793,,961|3776|1929|3149|1986|2390|4400
1007,Deaf,http://vocabularies.unesco.org/thesaurus/concept7450,4.20,Sourd,Deaf,,,3072,,1242|1010|3723
1008,Deaf and dumb,http://vocabularies.unesco.org/thesaurus/concept7456,4.20,Sourd-muet,Deaf and dumb,,,2682,,1009|3723|3072
3072,Physically disabled,http://vocabularies.unesco.org/thesaurus/concept7459,4.20,Handicapé physique,Physically disabled,,,1091,446|1007,1008|2550
3979,Suicide,http://vocabularies.unesco.org/thesaurus/concept7469,4.20,Suicide,Suicide,,,3793,,1011
1090,Disabled children,http://vocabularies.unesco.org/thesaurus/concept8089,4.20,Enfant handicapé,Disabled children,,,1091,,1500|1983|3886
1091,Disabled persons,http://vocabularies.unesco.org/thesaurus/concept8094,4.20,Handicapé,Disabled persons,,,1094,1090|1092|2550|2682|3072,1500|3886|2531|1345|3502
1092,Disabled war veterans,http://vocabularies.unesco.org/thesaurus/concept8096,4.20,Invalide de guerre,Disabled war veterans,,,1091,,1921|3017|4363|4368
2550,Mentally disabled,http://vocabularies.unesco.org/thesaurus/concept8097,4.20,Handicapé mental,Mentally disabled,,,1091,,3752|2545|3072
2682,Multiply disabled,http://vocabularies.unesco.org/thesaurus/concept8098,4.20,Handicapé multiple,Multiply disabled,,,1091,1008,
1096,Disadvantaged youth,http://vocabularies.unesco.org/thesaurus/concept8111,4.20,Jeune défavorisé,Disadvantaged youth,,,1094,,1093|2207
1702,Gender minorities,http://vocabularies.unesco.org/thesaurus/concept8117,4.20,Minorité sexuelle,Gender minorities,,,1094,,2616|3709|1703|1880
3149,Poor,http://vocabularies.unesco.org/thesaurus/concept8118,4.20,Pauvre,Poor,,,1094,1876,3182|3183|2575
1929,Hunger,http://vocabularies.unesco.org/thesaurus/concept8153,4.20,Faim,Hunger,,,2430,,1103|1621|1623|3182
30,Abandoned children,http://vocabularies.unesco.org/thesaurus/concept977,4.20,Enfant abandonné,Abandoned children,,,1093,,604|3937
604,Child abuse,http://vocabularies.unesco.org/thesaurus/concept980,4.20,Maltraitement d'enfant,Child abuse,,,868,,3793|30|1093|1129|3937|3501
3937,Street children,http://vocabularies.unesco.org/thesaurus/concept982,4.20,Enfant de la rue,Street children,,,1093,,30|604|1876|4299
3000,Patients,http://vocabularies.unesco.org/thesaurus/concept11776,4.25,Patient,Patients,,,1830,,1888|3486
3784,Social justice,http://vocabularies.unesco.org/thesaurus/concept12225,4.25,Justice sociale,Social justice,,,3792,,3817|3780|3796|3798|1986
3796,Social reform,http://vocabularies.unesco.org/thesaurus/concept13174,4.25,Réforme sociale,Social reform,,,3792,,3770|3784|3791|2296|2252
79,Adoption,http://vocabularies.unesco.org/thesaurus/concept1466,4.25,Adoption d'enfant,Adoption,,,612,,1527|3818|2943|2981|1531
3819,Social workers,http://vocabularies.unesco.org/thesaurus/concept14701,4.25,Travailleur social,Social workers,,,3818,,2870|3806|3808|3820|4358|4484
3798,Social responsibility,http://vocabularies.unesco.org/thesaurus/concept16052,4.25,Responsabilité sociale,Social responsibility,,,3792,,3768|3817|3469|3784|3788
856,Counselling,http://vocabularies.unesco.org/thesaurus/concept3117,4.25,Consultation,Counselling,"Donner un avis, une information ou encourager une personne qui en a besoin.","Giving advice, information or encouragement to people in need.",3818,,1282|4349|2551
2313,Legal aid,http://vocabularies.unesco.org/thesaurus/concept3119,4.25,Assistance juridique,Legal aid,,,3807,,637
4358,Volunteers,http://vocabularies.unesco.org/thesaurus/concept3715,4.25,Bénévole,Volunteers,,,3818,2149,3819|2812
3788,Social needs,http://vocabularies.unesco.org/thesaurus/concept3738,4.25,Besoin social,Social needs,,,3791,,3817|3798
612,Child welfare,http://vocabularies.unesco.org/thesaurus/concept3916,4.25,Protection de l'enfance,Child welfare,,,3817,79|3457,3808|1004|2496|2497|3807|3501|607
2497,Maternal welfare,http://vocabularies.unesco.org/thesaurus/concept3918,4.25,Protection de la mère,Maternal welfare,,,3817,,3808|2496|612|3807|2667
1830,Health services,http://vocabularies.unesco.org/thesaurus/concept412,4.25,Service de santé,Health services,,,,1888|2523|3000,1532|1828|666|1829|2529|2851|3807|3685|3486
3792,Social policy,http://vocabularies.unesco.org/thesaurus/concept413,4.25,Politique sociale,Social policy,,,,3774|3784|3791|3794|3796|3798,3163|3770|3817|1152|2598|1897|1063|2241
3808,Social services,http://vocabularies.unesco.org/thesaurus/concept414,4.25,Service social,Social services,,,,3807,3817|3818|612|2497|3457|3819|2093
3817,Social welfare,http://vocabularies.unesco.org/thesaurus/concept415,4.25,Bien-être social,Social welfare,,,,612|2497,3792|3808|3818|3964|3784|3788|3794|3798|3807|1755|1900
3818,Social work,http://vocabularies.unesco.org/thesaurus/concept416,4.25,Travail social,Social work,,,,856|3819|4358,1101|3808|3817|79|3794|742|1920
2523,Medical centres,http://vocabularies.unesco.org/thesaurus/concept4895,4.25,Centre médical,Medical centres,,,1830,,666|1888
3807,Social security,http://vocabularies.unesco.org/thesaurus/concept5090,4.25,Sécurité sociale,Social security,,,3808,2313|3017,1830|3817|1827|612|2497|3917
1888,Hospitals,http://vocabularies.unesco.org/thesaurus/concept5456,4.25,Hôpital,Hospitals,,,1830,,666|2851|2523|3000
3774,Social costs,http://vocabularies.unesco.org/thesaurus/concept6706,4.25,Coût social,Social costs,,,3792,,3793|850|3823
3791,Social planning,http://vocabularies.unesco.org/thesaurus/concept7881,4.25,Planification sociale,Social planning,,,3792,3788,1532|3770|3794|3796|1061
3794,Social programmes,http://vocabularies.unesco.org/thesaurus/concept7897,4.25,Programme social,Social programmes,,,3792,,3817|3818|3791|1064
3017,Pensions,http://vocabularies.unesco.org/thesaurus/concept8104,4.25,Pension,Pensions,,,3807,,1092|1345|3473
2149,International voluntary services,http://vocabularies.unesco.org/thesaurus/concept8148,4.25,Service bénévole international,International voluntary services,,,4358,,1101|4487|1920|2127|2812
3457,Residential child care,http://vocabularies.unesco.org/thesaurus/concept981,4.25,Établissement d'aide à l'enfance,Residential child care,,,612,,3808|1093|2943
3519,Roma,http://vocabularies.unesco.org/thesaurus/concept10386,4.30,Tzigane,Roma,,,1470,,3523|2807
1999,Indigenous peoples,http://vocabularies.unesco.org/thesaurus/concept10387,4.30,Peuple Autochtone,Indigenous peoples,,,1470,,4186|4225
2676,Multiethnic societies,http://vocabularies.unesco.org/thesaurus/concept10388,4.30,Société pluri-ethnique,Multiethnic societies,,,1470,,
3327,Racism (doctrine),http://vocabularies.unesco.org/thesaurus/concept10726,4.30,Racisme (doctrine),Racism (doctrine),,,1469,,3124|3325|1539|2767
2163,Inuit,http://vocabularies.unesco.org/thesaurus/concept17003,4.30,Inuit,Inuit,,,1470,,1454
1672,Fulbe,http://vocabularies.unesco.org/thesaurus/concept17063,4.30,Peul,Fulbe,,,1470,,102|1673|2807
174,Amerindians,http://vocabularies.unesco.org/thesaurus/concept2168,4.30,Amérindien,Amerindians,,,1470,,173|172
212,Antisemitism,http://vocabularies.unesco.org/thesaurus/concept2530,4.30,Antisémitisme,Antisemitism,,,1469,,2194|1105|3326|4475
3326,Racial segregation,http://vocabularies.unesco.org/thesaurus/concept2534,4.30,Ségrégation raciale,Racial segregation,,,1469,213|1045,3597|212|3325|4475
4475,Xenophobia,http://vocabularies.unesco.org/thesaurus/concept2535,4.30,Xénophobie,Xenophobia,,,1469,,1105|212|3325|3326|1634
213,Apartheid,http://vocabularies.unesco.org/thesaurus/concept2546,4.30,Apartheid,Apartheid,,,3326,,3864|3325
3325,Racial prejudice,http://vocabularies.unesco.org/thesaurus/concept2547,4.30,Préjugé racial,Racial prejudice,,,1469,,213|3326|3327|4475
232,Arabs,http://vocabularies.unesco.org/thesaurus/concept2660,4.30,Arabe,Arabs,,,1470,,
306,Asians,http://vocabularies.unesco.org/thesaurus/concept3147,4.30,Asiatique,Asians,,,1470,1996,
1996,Indians,http://vocabularies.unesco.org/thesaurus/concept3148,4.30,Indien,Indians,,,306,,
3018,People of African descent,http://vocabularies.unesco.org/thesaurus/concept4127,4.30,Personnes d’ascendance africaine,People of African descent,,,1470,,697
697,Coloureds,http://vocabularies.unesco.org/thesaurus/concept4129,4.30,Métis sud-africain,Coloureds,N'utiliser que pour désigner le groupe ethnique ainsi appelé en Afrique du Sud.,Use only with respect to the ethnic group so designated in South Africa.,1470,,3864|3018
4413,Whites,http://vocabularies.unesco.org/thesaurus/concept4132,4.30,Blanc,Whites,,,1470,,
1470,Ethnic groups,http://vocabularies.unesco.org/thesaurus/concept418,4.30,Groupe ethnique,Ethnic groups,,,,174|232|306|3018|697|1672|1999|2163|2676|3519|4225|4413,889|1474|2116|2194|1475|1468
2116,Interethnic relations,http://vocabularies.unesco.org/thesaurus/concept419,4.30,Relations interethniques,Interethnic relations,,,,1468|1469,1470|2110|946|2118|2109
2616,Minority groups,http://vocabularies.unesco.org/thesaurus/concept420,4.30,Minorité,Minority groups,,,,,929|3419|2269|1702
4225,Tribes,http://vocabularies.unesco.org/thesaurus/concept5363,4.30,Tribu,Tribes,,,1470,,1474|2813|1468|1999|648
1468,Ethnic conflicts,http://vocabularies.unesco.org/thesaurus/concept6251,4.30,Conflit ethnique,Ethnic conflicts,,,2116,,1470|1475|3772|4225
1045,Desegregation,http://vocabularies.unesco.org/thesaurus/concept7789,4.30,Déségrégration,Desegregation,,,3326,,3597
1469,Ethnic discrimination,http://vocabularies.unesco.org/thesaurus/concept8170,4.30,Discrimination ethnique,Ethnic discrimination,,,2116,212|3325|3326|3327|4475,3793
2806,Nomadism,http://vocabularies.unesco.org/thesaurus/concept10409,4.35,Nomadisme,Nomadism,,,2596,,1474|2813|2807
1634,Foreigners,http://vocabularies.unesco.org/thesaurus/concept10423,4.35,Étranger,Foreigners,,,2595,,1633|4475|1977
1506,Exiles,http://vocabularies.unesco.org/thesaurus/concept10577,4.35,Exilé,Exiles,Individu chassé de son pays d'origine par une autorité officielle pour des raisons politiques.,Individuals expelled from their home country by official authority for political reasons.,2595,,
2544,Men,http://vocabularies.unesco.org/thesaurus/concept10732,4.35,Homme,Men,,,3706,469,1704|4422|1541
4422,Women,http://vocabularies.unesco.org/thesaurus/concept10766,4.35,Femme,Women,,,3706,1748|1877,1704|2544|2667
3166,Population projections,http://vocabularies.unesco.org/thesaurus/concept11035,4.35,Prévision en matière de population,Population projections,,,3167,,3160|3163|1626
1977,Immigrants,http://vocabularies.unesco.org/thesaurus/concept11059,4.35,Immigrant,Immigrants,,,2595,,1634|1978
2598,Migration policy,http://vocabularies.unesco.org/thesaurus/concept11589,4.35,Politique migratoire,Migration policy,,,2596,2597,3792|1768
2807,Nomads,http://vocabularies.unesco.org/thesaurus/concept11713,4.35,Nomade,Nomads,,,2595,,2593|1672|3519|2806
1969,Illegal immigration,http://vocabularies.unesco.org/thesaurus/concept12171,4.35,Immigration illégale,Illegal immigration,,,1978,,2597
3536,Rural migration,http://vocabularies.unesco.org/thesaurus/concept12784,4.35,Migration rurale,Rural migration,Migration des travailleurs ruraux en zone urbaine.,The migration of rural workers to urban areas.,2121,,3540|3908|4307
2238,Labour migration,http://vocabularies.unesco.org/thesaurus/concept13122,4.35,Migration du travail,Labour migration,,,2596,750,2594|2239
2594,Migrant workers,http://vocabularies.unesco.org/thesaurus/concept13125,4.35,Travailleur migrant,Migrant workers,,,2595,,2593|2238|3475|3426
2849,Nuptiality,http://vocabularies.unesco.org/thesaurus/concept13803,4.35,Nuptialité,Nuptiality,,,3160,,2480
3475,Return migration,http://vocabularies.unesco.org/thesaurus/concept14136,4.35,Migration de retour,Return migration,,,2596,,2594
77,Adolescence,http://vocabularies.unesco.org/thesaurus/concept1456,4.35,Adolescence,Adolescence,,,109,4480,3282
4480,Youth,http://vocabularies.unesco.org/thesaurus/concept1457,4.35,Jeune,Youth,Utiliser un descripteur plus précis.,Use more specific descriptor.,77,,3965|78|4284|3282|2207|1709
88,Adults,http://vocabularies.unesco.org/thesaurus/concept1513,4.35,Adulte,Adults,,,109,,85|87|2988
3706,Sex,http://vocabularies.unesco.org/thesaurus/concept15172,4.35,Sexe,Sex,Ensemble des caractéristiques biologiques qui distinguent les hommes des femmes.,The biological characteristics which define humans as female or male.,3707,2544|4422,3078|3709
4465,World population,http://vocabularies.unesco.org/thesaurus/concept15257,4.35,Population mondiale,World population,,,3155,,
3164,Population problems,http://vocabularies.unesco.org/thesaurus/concept15365,4.35,Problème démographique,Population problems,,,3160,2947|3158,3157|3162
111,Ageing population,http://vocabularies.unesco.org/thesaurus/concept1659,4.35,Vieillissement de la population,Ageing population,"Augmentation constante de la population vieillissante dans une société donnée, tant en nombre absolu que proportionnel.",Continuing increase of elderly population both in absolute and in proportional terms in a given society.,3160,,110|107
109,Age groups,http://vocabularies.unesco.org/thesaurus/concept1662,4.35,Groupe d'âge,Age groups,,,108,77|88|613|2899,
3159,Population distribution,http://vocabularies.unesco.org/thesaurus/concept1664,4.35,Répartition de la population,Population distribution,Organisation physique et distribution de la population.,Physical arrangement and location of populations.,1036,,108|3707|3158
613,Childhood,http://vocabularies.unesco.org/thesaurus/concept1666,4.35,Enfance,Childhood,,,109,614|1167,
2899,Old age,http://vocabularies.unesco.org/thesaurus/concept1667,4.35,Vieillesse,Old age,,,109,,110|1744|1345
1877,Homemakers,http://vocabularies.unesco.org/thesaurus/concept2135,4.35,Femme au foyer,Homemakers,,,4422,,1873|1890|2482|2667
442,Birth rate,http://vocabularies.unesco.org/thesaurus/concept4110,4.35,Taux de natalité,Birth rate,,,3160,,1532|440|1011|1552|441
2947,Overpopulation,http://vocabularies.unesco.org/thesaurus/concept4116,4.35,Surpopulation,Overpopulation,,,3164,,1532|3161|3162|441
108,Age distribution,http://vocabularies.unesco.org/thesaurus/concept424,4.35,Répartition par âge,Age distribution,,,,109,3707|107|3159
1036,Demography,http://vocabularies.unesco.org/thesaurus/concept425,4.35,Démographie,Demography,"S'emploie pour désigner des travaux théoriques sur les populations humaines du point de vue de leurs dimension, structure, distribution, croissance et migration.","Use for theoretical works dealing with human populations, concerned with their size, structure, distribution, growth and migration.",,3159|3167,2596|3155|3805
2595,Migrants,http://vocabularies.unesco.org/thesaurus/concept426,4.35,Migrant,Migrants,,,,1110|1506|1634|1977|2594|2807|3387,2596|3426
2596,Migration,http://vocabularies.unesco.org/thesaurus/concept427,4.35,Migration,Migration,,,,1375|1978|2121|2238|2598|2806|3475,1036|2595|55|3167|2752|1653
3155,Population,http://vocabularies.unesco.org/thesaurus/concept428,4.35,Population,Population,"Se réfère uniquement à la population d'un pays particulier ou d'une région. Autrement, utiliser un descripteur plus précis quand c'est opportun.","Use only with respect to population of a specific country or region. Otherwise, use more specific descriptor where appropriate.",,4465,1036|2446
469,Boys,http://vocabularies.unesco.org/thesaurus/concept4283,4.35,Garçon,Boys,,,2544,,3613|614
614,Children,http://vocabularies.unesco.org/thesaurus/concept4285,4.35,Enfant,Children,,,613,,3215|3613|469|1167|1748
3160,Population dynamics,http://vocabularies.unesco.org/thesaurus/concept429,4.35,Dynamique de la population,Population dynamics,"Se réfère au mouvement démographique en termes de déclin, d'accroissement ou de stabilisation de la population.","Population activity in terms of decline, increase or stabilization.",,111|442|2658|2661|2849|3157|3162|3164,3166
474,Brain drain,http://vocabularies.unesco.org/thesaurus/concept4297,4.35,Exode des compétences,Brain drain,Perte que subit un pays en raison de l'émigration de ses professionnels et techniciens qualifiés.,The loss suffered by a country as a result of the emigration of trained professionals and technicians.,1375,,3246|1910
3163,Population policy,http://vocabularies.unesco.org/thesaurus/concept430,4.35,Politique démographique,Population policy,,,,3165,1532|3792|3166|1063
3707,Sex distribution,http://vocabularies.unesco.org/thesaurus/concept431,4.35,Répartition par sexe,Sex distribution,,,,3706,108|3159
3156,Population censuses,http://vocabularies.unesco.org/thesaurus/concept4830,4.35,Recensement de population,Population censuses,,,3167,,3990|1035|995
608,Child mortality,http://vocabularies.unesco.org/thesaurus/concept5070,4.35,Mortalité infantile,Child mortality,,,2661,,
3196,Preschool children,http://vocabularies.unesco.org/thesaurus/concept5083,4.35,Enfant d'âge préscolaire,Preschool children,,,1167,,610|1004|2850
1167,Early childhood,http://vocabularies.unesco.org/thesaurus/concept5091,4.35,Petite enfance,Early childhood,,,613,3196,1004|1168|614
1748,Girls,http://vocabularies.unesco.org/thesaurus/concept5095,4.35,Fille,Girls,,,4422,,1749|3613|614
750,Commuting,http://vocabularies.unesco.org/thesaurus/concept5884,4.35,Migration alternante,Commuting,,,2238,,4216|4303|4304
3162,Population increase,http://vocabularies.unesco.org/thesaurus/concept6826,4.35,Croissance démographique,Population increase,,,3160,,1552|1978|2947|3157|3164
2661,Mortality,http://vocabularies.unesco.org/thesaurus/concept7468,4.35,Mortalité,Mortality,,,3160,608,1011|2658
1035,Demographic statistics,http://vocabularies.unesco.org/thesaurus/concept7607,4.35,Statistique démographique,Demographic statistics,,,3167,,3923|3156
3167,Population research,http://vocabularies.unesco.org/thesaurus/concept7616,4.35,Recherche démographique,Population research,"S'applique aux travaux liés à des projets de recherche. Pour des travaux généraux, utiliser ""démographie"".","Use for works dealing with research projects. For general works, use ""demography"".",1036,1035|3156|3166,2596|3797|3709
3158,Population density,http://vocabularies.unesco.org/thesaurus/concept7631,4.35,Densité de population,Population density,,,3164,,3159
3157,Population decrease,http://vocabularies.unesco.org/thesaurus/concept7664,4.35,Dépopulation,Population decrease,,,3160,,3162|3164
2597,Migration law,http://vocabularies.unesco.org/thesaurus/concept7705,4.35,Droit de migration,Migration law,,,2598,,1969
3165,Population programmes,http://vocabularies.unesco.org/thesaurus/concept7896,4.35,Programme démographique,Population programmes,Activité menée par une organisation internationale en matière de population.,Activities of international organizations in the population field.,3163,,3161|4020|1064
3387,Refugees,http://vocabularies.unesco.org/thesaurus/concept8119,4.35,Réfugié,Refugees,,,2595,,1094|3793|3386|3495|1920|4365
1110,Displaced persons,http://vocabularies.unesco.org/thesaurus/concept8152,4.35,Personne déplacée,Displaced persons,"Personne qui a fui ou qui a été conduite hors de sa communauté vers une localité située à l'intérieur de son pays natal. Pour une personne forcée à quitter son pays, utiliser ""réfugié"".","Persons who have fled or been driven from their communities to localities within their home country. For persons forced to leave their home country, use ""refugees"".",2595,,1103|2121|1920|4368
2658,Morbidity,http://vocabularies.unesco.org/thesaurus/concept8198,4.35,Morbidité,Morbidity,,,3160,,1108|2661
2121,Internal migration,http://vocabularies.unesco.org/thesaurus/concept8217,4.35,Migration interne,Internal migration,À l'intérieur d'un pays.,Within a country.,2596,3536,1110
1375,Emigration,http://vocabularies.unesco.org/thesaurus/concept9602,4.35,Émigration,Emigration,,,2596,474,1978
1978,Immigration,http://vocabularies.unesco.org/thesaurus/concept9604,4.35,Immigration,Immigration,,,2596,1969,1375|1977|3162
34,Abortion,http://vocabularies.unesco.org/thesaurus/concept1010,4.40,Avortement,Abortion,,,441,,3191|2496|2526|828|3434
828,Contraception,http://vocabularies.unesco.org/thesaurus/concept1012,4.40,Contraception,Contraception,,,441,,34|3434
2472,Marital status,http://vocabularies.unesco.org/thesaurus/concept10268,4.40,Statut conjugal,Marital status,,,2480,2481|2482|3733|4414,1528|1531|4439
2903,One parent families,http://vocabularies.unesco.org/thesaurus/concept10697,4.40,Famille à parent unique,One parent families,,,1527,,3732
1533,Family role,http://vocabularies.unesco.org/thesaurus/concept10701,4.40,Rôle de la famille,Family role,,,1527,2984,1530
1890,Households,http://vocabularies.unesco.org/thesaurus/concept10702,4.40,Ménage,Households,,,1527,,1873|1877
2983,Parent participation,http://vocabularies.unesco.org/thesaurus/concept10707,4.40,Participation des parents,Parent participation,,,1530,,2985|2987|2986|2984
2984,Parent role,http://vocabularies.unesco.org/thesaurus/concept10717,4.40,Rôle des parents,Parent role,,,1533,,2985|2981|2983
1541,Fathers,http://vocabularies.unesco.org/thesaurus/concept10730,4.40,Père,Fathers,,,2988,,2544
2482,Married women,http://vocabularies.unesco.org/thesaurus/concept10779,4.40,Femme mariée,Married women,,,2472,,1877|2667
2481,Married men,http://vocabularies.unesco.org/thesaurus/concept11940,4.40,Homme marié,Married men,,,2472,,
2667,Mothers,http://vocabularies.unesco.org/thesaurus/concept11949,4.40,Mère,Mothers,,,2988,3732|4460,2496|2497|1877|4422|2482
2980,Parent attitudes,http://vocabularies.unesco.org/thesaurus/concept1268,4.40,Attitude des parents,Parent attitudes,,,1530,,
4460,Working mothers,http://vocabularies.unesco.org/thesaurus/concept13614,4.40,Mère au travail,Working mothers,,,2667,,
3732,Single mothers,http://vocabularies.unesco.org/thesaurus/concept13616,4.40,Mère célibataire,Single mothers,,,2667,,2903|3733
2622,Mixed marriages,http://vocabularies.unesco.org/thesaurus/concept13748,4.40,Mariage mixte,Mixed marriages,,,2480,,
4414,Widows,http://vocabularies.unesco.org/thesaurus/concept13784,4.40,Veuf,Widows,,,2472,,
3147,Polygamy,http://vocabularies.unesco.org/thesaurus/concept13802,4.40,Polygamie,Polygamy,,,2480,,
2981,Parent child relationship,http://vocabularies.unesco.org/thesaurus/concept1469,4.40,Relation parents-enfants,Parent child relationship,,,1530,1709,610|2155|1129|79|2984
2988,Parents,http://vocabularies.unesco.org/thesaurus/concept1528,4.40,Parent,Parents,,,2215,1541|2667,2985|2987|2986|2982|88
441,Birth control,http://vocabularies.unesco.org/thesaurus/concept4113,4.40,Régulation des naissances,Birth control,,,1532,34|828,3161|1552|3191|3709|442|2947
1709,Generation gap,http://vocabularies.unesco.org/thesaurus/concept4310,4.40,Écart entre les générations,Generation gap,,,2981,,4489|4480
1527,Family,http://vocabularies.unesco.org/thesaurus/concept434,4.40,Famille,Family,,,,648|1530|1533|1890|2215|2903,1706|2480|79|1531
1532,Family planning,http://vocabularies.unesco.org/thesaurus/concept435,4.40,Planification de la famille,Family planning,,,,441,1830|3163|1529|3161|3791|442|2947|1534|3434
2480,Marriage,http://vocabularies.unesco.org/thesaurus/concept436,4.40,Mariage,Marriage,,,,2472|2622|3147,1527|3709|2849|1528|1531
3733,Single persons,http://vocabularies.unesco.org/thesaurus/concept4813,4.40,Célibataire,Single persons,,,2472,,3732
648,Clans,http://vocabularies.unesco.org/thesaurus/concept5354,4.40,Clan,Clans,,,1527,,4225|1534|2215
1534,Family size,http://vocabularies.unesco.org/thesaurus/concept5361,4.40,Dimension de la famille,Family size,,,1530,,1532|648|2215
2215,Kinship,http://vocabularies.unesco.org/thesaurus/concept5362,4.40,Parenté,Kinship,,,1527,2988,648|1534
1528,Family disorganization,http://vocabularies.unesco.org/thesaurus/concept7816,4.40,Désintégration de la famille,Family disorganization,,,1530,,2480|3793|2472|1531
1530,Family environment,http://vocabularies.unesco.org/thesaurus/concept8365,4.40,Milieu familial,Family environment,,,1527,1528|1534|2980|2981|2983,3775|1529|1129|1533
4302,Urban spaces,http://vocabularies.unesco.org/thesaurus/concept10211,4.45,Espace urbain,Urban spaces,"Comprend les places du marché, les squares, les jardins publics, les terrains de jeu, etc.","Includes market places, town squares, urban parks, playgrounds, etc.",2915,,3378|2989|4297|4298
3542,Rural women,http://vocabularies.unesco.org/thesaurus/concept10781,4.45,Femme rurale,Rural women,,,3538,,3540
742,Community action,http://vocabularies.unesco.org/thesaurus/concept1173,4.45,Action communautaire,Community action,,,744,,3818|741|748|3685
3430,Rented housing,http://vocabularies.unesco.org/thesaurus/concept11987,4.45,Logement en location,Rented housing,,,1892,,
4307,Urbanization,http://vocabularies.unesco.org/thesaurus/concept11996,4.45,Urbanisation,Urbanization,"Concentration de population en région urbaine, résultant de l'exode rural ou de l'accroissement du nombre de régions urbaines. Ne pas confondre avec ""développement urbain"".","Population concentration in urban areas as a result of rural migration or due to an increase in the number of urban areas. Do not confuse with ""urban development"".",4298,,4292|1898|3536|3908|3974|4301
3533,Rural environment,http://vocabularies.unesco.org/thesaurus/concept12003,4.45,Milieu rural,Rural environment,,,3528,,1916|3775|1902|3537|3540|4297|3541
4297,Urban environment,http://vocabularies.unesco.org/thesaurus/concept12004,4.45,Milieu urbain,Urban environment,,,4292,,1916|3775|1902|3533|4298|4299|4301|4302|4303|4304
2008,Industrial areas,http://vocabularies.unesco.org/thesaurus/concept12332,4.45,Zone industrielle,Industrial areas,"Zone, généralement urbaine, à haute concentration industrielle, qui s'est développée de manière planifiée ou non planifiée.","Areas, usually urban, with a relatively high industrial concentration, either planned or unplanned.",4292,,2022|2029|4298|2017
3543,Rural youth,http://vocabularies.unesco.org/thesaurus/concept12995,4.45,Jeune rural,Rural youth,,,3538,,3540
4306,Urban youth,http://vocabularies.unesco.org/thesaurus/concept12997,4.45,Jeune urbain,Urban youth,,,4299,,4301
2259,Landscape,http://vocabularies.unesco.org/thesaurus/concept13188,4.45,Paysage,Landscape,,,2915,925|2260,4166
2570,Metropolitan areas,http://vocabularies.unesco.org/thesaurus/concept14074,4.45,Zone métropolitaine,Metropolitan areas,,,4292,,
3685,Self help,http://vocabularies.unesco.org/thesaurus/concept1492,4.45,Autoassistance,Self help,Au niveau communautaire.,At the community level.,744,,1830|81|742|748|1893|2036|3183|1387|2994|2575
743,Community centres,http://vocabularies.unesco.org/thesaurus/concept1499,4.45,Centre communautaire,Community centres,Lieu ouvert à une collectivité locale où se déroulent toutes sortes d'activités éducatives ou récréatives.,Local centres for all kinds of academic and recreational activities.,744,,82|745|892|741
4299,Urban population,http://vocabularies.unesco.org/thesaurus/concept15260,4.45,Population urbaine,Urban population,,,4292,4306,3937|4297|4301
4300,Urban renewal,http://vocabularies.unesco.org/thesaurus/concept15971,4.45,Rénovation urbaine,Urban renewal,,,4298,,4294
3540,Rural sociology,http://vocabularies.unesco.org/thesaurus/concept16135,4.45,Sociologie rurale,Rural sociology,,,3530,,3536|3533|3538|3542|3543
4301,Urban sociology,http://vocabularies.unesco.org/thesaurus/concept16538,4.45,Sociologie urbaine,Urban sociology,,,4295,,4292|4297|4299|4306|4307
3531,Rural economy,http://vocabularies.unesco.org/thesaurus/concept1703,4.45,Économie rurale,Rural economy,,,3530,,119|3537|113|3973
