o:id,skos:prefLabel,dcterms:isReferencedBy ^^uri,skos:notation,skos:altLabel @fr,skos:altLabel @en,skos:scopeNote @fr,skos:scopeNote @en,skos:broader ^^resource,skos:narrower ^^resource,skos:related ^^resource
3630,Scientific activities,http://vocabularies.unesco.org/thesaurus/concept1277,2.10,Activité scientifique,Scientific activities,,,2937,,3642
2501,Mathematicians,http://vocabularies.unesco.org/thesaurus/concept13826,2.10,Mathématicien,Mathematicians,,,3651,,2502
4074,Technicians,http://vocabularies.unesco.org/thesaurus/concept14703,2.10,Technicien,Technicians,En deça du niveau professionnel mais au-delà des niveaux du secrétariat ou du travail manuel.,Below level of professional but above clerical or labour levels.,3644,1849,2870|4070
3642,Scientific organizations,http://vocabularies.unesco.org/thesaurus/concept14828,2.10,Organisme scientifique,Scientific organizations,,,3616,46|3440|3441|3442|4083,3630|3647
3447,Research programmes,http://vocabularies.unesco.org/thesaurus/concept14843,2.10,Programme de recherche,Research programmes,,,2937,3448,3438|3439|3647
3646,Scientific potential,http://vocabularies.unesco.org/thesaurus/concept14844,2.10,Potentiel scientifique,Scientific potential,,,2937,4078,3633
3647,Scientific programmes,http://vocabularies.unesco.org/thesaurus/concept14845,2.10,Programme scientifique,Scientific programmes,,,2937,,3627|3447|3642
3446,Research priorities,http://vocabularies.unesco.org/thesaurus/concept15495,2.10,Priorité de recherche,Research priorities,,,3627,,3616
3448,Research projects,http://vocabularies.unesco.org/thesaurus/concept15607,2.10,Projet de recherche,Research projects,,,3447,3083,3438
1080,Digital divide,http://vocabularies.unesco.org/thesaurus/concept16994,2.10,Fossé numérique,Digital divide,"Inégalité d'accès et d'utilisation des technologies de l'information et de la communication telles qu'Internet, aussi bien entre les pays qu'à l'intérieur des pays.","Disparities in access to, and use of information and communication technologies such as Internet, between as well as within countries.",4078,,2055|49|712|2038|2151
2729,Nanotechnology,http://vocabularies.unesco.org/thesaurus/concept17065,2.10,Nanotechnologie,Nanotechnology,S'applique à la recherche et à l'ingénierie à l'échelle nanométrique.,Research and engineering conducted at the nanoscale.,4080,,1404
2913,Open science,http://vocabularies.unesco.org/thesaurus/concept17126,2.10,Science ouverte,Open science,"Englobe différents mouvements et pratiques visant à rendre les connaissances, les méthodes, les données et les preuves scientifiques librement accessibles à tous.","Combines various movements and practices aiming to make scientific knowledge openly available, accessible and reusable for everyone.",3627,,3615|3631|3638|49|1112|2914|3648|2909|2910
4083,Technology transfer services,http://vocabularies.unesco.org/thesaurus/concept1772,2.10,Service de transfert de technologie,Technology transfer services,,,3642,,2220|124|2527|3639|2998
3443,Research grants,http://vocabularies.unesco.org/thesaurus/concept2071,2.10,Allocation de recherche,Research grants,,,3622,,1550|3442|3636
1440,Environmentalists,http://vocabularies.unesco.org/thesaurus/concept2138,2.10,Ecologiste,Environmentalists,,,3651,,1438|2870|1182
214,Applied research,http://vocabularies.unesco.org/thesaurus/concept2563,2.10,Recherche appliquée,Applied research,Recherche ayant pour but la création d'une nouvelle technologie.,Research which is designed to create a new technology.,3438,2618|3439,2918
2618,Mission oriented research,http://vocabularies.unesco.org/thesaurus/concept2564,2.10,Recherche axée sur les problèmes,Mission oriented research,Recherche conçue pour trouver la solution à un problème spécifique.,Research designed for the solution of a specific problem.,214,,2113|3240
3439,Research and development,http://vocabularies.unesco.org/thesaurus/concept2565,2.10,Recherche et développement,Research and development,Recherche orientée vers le développement de nouveaux produits et procédés.,Research directed towards the development of new products and processes.,214,,1404|3447|3640|2918
217,Appropriate technology,http://vocabularies.unesco.org/thesaurus/concept2596,2.10,Technologie appropriée,Appropriate technology,"Technologie adaptée aux besoins, au système de production et aux ressources naturelles d'un pays donné.","Technology adapted to the needs, production system, and natural resources of a given country.",623,,4082|4190|1393
4082,Technology transfer,http://vocabularies.unesco.org/thesaurus/concept2600,2.10,Transfert de technologie,Technology transfer,"Accès aux nouvelles technologies, tant aux produits qu'aux techniques de production, en tant que facteur clé de la croissance économique des pays en développement.","Access to new technology, both products and production techniques, as a key factor in the economic growth of developing countries.",4080,1076,217|623|4076|4078|2057|4068
4190,Traditional technology,http://vocabularies.unesco.org/thesaurus/concept2601,2.10,Technologie traditionnelle,Traditional technology,"Technique transmise de génération en génération, bien que certaines composantes ou certains processus modernes aient pu être intégrés.",Techniques passed from generation to generation (although some modernized components or processes may be included).,4080,,217|4187|4186|2036|1393|3757|76|3754
342,Automation,http://vocabularies.unesco.org/thesaurus/concept3401,2.10,Automatisation,Automation,"Utilisation de machines nécessitant peu ou pas d'intervention humaine, spécialement pour remplacer la main-d'oeuvre.","The act or practice of using machines that need little or no human control, especially to replace workers.",4076,,769|2515|3514|338|2026|3942
2515,Mechanization,http://vocabularies.unesco.org/thesaurus/concept3418,2.10,Mécanisation,Mechanization,,,4076,,2408|342
3619,Science budgets,http://vocabularies.unesco.org/thesaurus/concept4388,2.10,Budget de la science,Science budgets,,,3622,,3636
4076,Technological change,http://vocabularies.unesco.org/thesaurus/concept4566,2.10,Changement technologique,Technological change,,,3633,342|2515|3640,3618|1845|4082|2010|3942|1466
3440,Research centres,http://vocabularies.unesco.org/thesaurus/concept4893,2.10,Centre de recherche,Research centres,,,3642,,3637|3441|3442|3444
3649,Scientific researchers,http://vocabularies.unesco.org/thesaurus/concept5046,2.10,Chercheur scientifique,Scientific researchers,,,3651,,2870|3453
623,Choice of technology,http://vocabularies.unesco.org/thesaurus/concept5128,2.10,Choix de technologie,Choice of technology,"Option à prendre entre des méthodes favorisant l'accroissement de la main-d'oeuvre ou de l'équipement, choix entre différents procédés manufacturiers, etc.","Deciding on labour intensive or capital intensive methods, choosing among various manufacturing processes, etc.",4081,217,4082
3617,Science and development,http://vocabularies.unesco.org/thesaurus/concept5207,2.10,Science et développement,Science and development,Fait référence à l'intégration de la science et de la technologie dans le processus de développement.,Refers to the integration of science and technology into the development process.,3633,,1187|3626|1061|2100
4429,Women scientists,http://vocabularies.unesco.org/thesaurus/concept5220,2.10,Femme scientifique,Women scientists,,,3651,,
3651,Scientists,http://vocabularies.unesco.org/thesaurus/concept5222,2.10,Scientifique,Scientists,,,3644,1407|1440|1720|1950|2501|3649|4429,2870
3441,Research councils,http://vocabularies.unesco.org/thesaurus/concept6306,2.10,Conseil de recherche,Research councils,,,3642,,3440
3631,Scientific cooperation,http://vocabularies.unesco.org/thesaurus/concept6570,2.10,Coopération scientifique,Scientific cooperation,,,3627,,3616|2913
3636,Scientific expenditure,http://vocabularies.unesco.org/thesaurus/concept7658,2.10,Dépense scientifique,Scientific expenditure,,,3622,,3443|3619
3083,Pilot projects,http://vocabularies.unesco.org/thesaurus/concept7901,2.10,Projet pilote,Pilot projects,,,3448,,1065|1544
1076,Diffusion of technology,http://vocabularies.unesco.org/thesaurus/concept8013,2.10,Diffusion de la technologie,Diffusion of technology,Transfert d'une nouvelle technologie du premier utilisateur commercial à un certain nombre d'utilisateurs concurrents.,Transfer of a new technology from the first commercial user to a number of competing users.,4082,2220,3450|3640
2220,Know-how transfer,http://vocabularies.unesco.org/thesaurus/concept8017,2.10,Transfert de savoir-faire,Know-how transfer,Expertise en technique et en gestion nécessaire à la mise en application d'une technologie.,Technical and managerial expertise necessary to implement a technology.,1076,,1404|4083|2221|3638|2057|2998|1516|4068|2222
3450,Research results,http://vocabularies.unesco.org/thesaurus/concept8018,2.10,Résultat de recherche,Research results,,,4081,,1076|3640
3640,Scientific innovations,http://vocabularies.unesco.org/thesaurus/concept8019,2.10,Innovation scientifique,Scientific innovations,,,4076,,1076|3439|3450|2085|2998
4078,Technological gap,http://vocabularies.unesco.org/thesaurus/concept8214,2.10,Écart technologique,Technological gap,,,3646,1080,4082
3454,Research trends,http://vocabularies.unesco.org/thesaurus/concept8871,2.10,Tendance de la recherche,Research trends,,,1225,,
3622,Science finance,http://vocabularies.unesco.org/thesaurus/concept8872,2.10,Financement de la science,Science finance,,,1225,3443|3619|3636,
3629,Science statistics,http://vocabularies.unesco.org/thesaurus/concept8873,2.10,Statistique scientifique,Science statistics,,,1225,,3923
4077,Technological forecasting,http://vocabularies.unesco.org/thesaurus/concept8874,2.10,Prévision technologique,Technological forecasting,,,1225,,4081
4081,Technology assessment,http://vocabularies.unesco.org/thesaurus/concept8875,2.10,Prospective technologique,Technology assessment,Fait référence à l'examen et à l'évaluation des conséquences possibles de l'introduction d'une technologie nouvelle.,Refers to the examination and evaluation of the possible consequences of the introduction of new technologies.,1225,623|3450,1488|4077
3626,Science planning,http://vocabularies.unesco.org/thesaurus/concept8877,2.10,Planification de la science,Science planning,,,2937,,1225|3627|3617
1407,Engineers,http://vocabularies.unesco.org/thesaurus/concept9779,2.10,Ingénieur,Engineers,,,3651,,1404|2870
1521,Extrapolation,http://vocabularies.unesco.org/thesaurus/concept10665,2.15,Extrapolation,Extrapolation,,,3922,,2156
2156,Interpolation,http://vocabularies.unesco.org/thesaurus/concept10666,2.15,Interpolation,Interpolation,,,3922,,1521
3924,Statistical inference,http://vocabularies.unesco.org/thesaurus/concept10682,2.15,Inférence statistique,Statistical inference,,,3925,,1626|1524|3400|2918
4158,Time series,http://vocabularies.unesco.org/thesaurus/concept11036,2.15,Série temporelle,Time series,,,3923,,1626|3354
3239,Probability theory,http://vocabularies.unesco.org/thesaurus/concept11319,2.15,Théorie des probabilités,Probability theory,,,3925,3354,1693
1731,Geometry,http://vocabularies.unesco.org/thesaurus/concept11451,2.15,Géométrie,Geometry,,,2502,,
2502,Mathematics,http://vocabularies.unesco.org/thesaurus/concept118,2.15,Mathématiques,Mathematics,,,,160|269|698|1448|1731|2498|2499|2845|3704|4167,3926|2501
3926,Statistics,http://vocabularies.unesco.org/thesaurus/concept119,2.15,Statistique,Statistics,"Utiliser quand il s'agit de la science des statistiques. Pour la collecte de statistiques, utiliser ""donnée statistique"" ou un descripteur plus spécifique, p.ex. ""statistique de l'éducation"", etc.","Use when referring to the science of statistics. For collections of statistics, use ""statistical data"", or more specific descriptor, e.g. ""educational statistics"", etc.",,3923|3925,2502|3571|433
2499,Mathematical logic,http://vocabularies.unesco.org/thesaurus/concept13559,2.15,Logique mathématique,Mathematical logic,,,2502,162,3514
3925,Statistical mathematics,http://vocabularies.unesco.org/thesaurus/concept13824,2.15,Mathématiques statistiques,Statistical mathematics,,,3926,2500|3239|3922|3924,2918
2500,Mathematical models,http://vocabularies.unesco.org/thesaurus/concept13861,2.15,Modèle mathématique,Mathematical models,,,3925,,3729|2918
1001,Data visualization,http://vocabularies.unesco.org/thesaurus/concept17105,2.15,Visualisation de données,Data visualization,,,3928,,1775|771|993
160,Algebra,http://vocabularies.unesco.org/thesaurus/concept2018,2.15,Algèbre,Algebra,,,2502,,2845
2845,Number theory,http://vocabularies.unesco.org/thesaurus/concept2020,2.15,Théorie des nombres,Number theory,,,2502,,160|269
162,Algorithms,http://vocabularies.unesco.org/thesaurus/concept2024,2.15,Algorithme,Algorithms,,,2499,,781
3400,Regression analysis,http://vocabularies.unesco.org/thesaurus/concept2226,2.15,Analyse de régression,Regression analysis,,,841,,3924
4320,Variance analysis,http://vocabularies.unesco.org/thesaurus/concept2228,2.15,Analyse de variance,Variance analysis,,,3922,,841
3922,Statistical analysis,http://vocabularies.unesco.org/thesaurus/concept2238,2.15,Analyse statistique,Statistical analysis,,,3925,841|1521|2156|2684|4320,2925
1524,Factor analysis,http://vocabularies.unesco.org/thesaurus/concept2240,2.15,Analyse factorielle,Factor analysis,,,2684,,3924
1676,Functional analysis,http://vocabularies.unesco.org/thesaurus/concept2242,2.15,Analyse fonctionnelle,Functional analysis,,,2498,,2847
2498,Mathematical analysis,http://vocabularies.unesco.org/thesaurus/concept2246,2.15,Analyse mathématique,Mathematical analysis,,,2502,524|1676|2847,
2684,Multivariate analysis,http://vocabularies.unesco.org/thesaurus/concept2248,2.15,Analyse multivariée,Multivariate analysis,,,3922,1524,
2847,Numerical analysis,http://vocabularies.unesco.org/thesaurus/concept2250,2.15,Analyse numérique,Numerical analysis,,,2498,,1676
269,Arithmetic,http://vocabularies.unesco.org/thesaurus/concept2860,2.15,Arithmétique,Arithmetic,,,2502,,2845
524,Calculus,http://vocabularies.unesco.org/thesaurus/concept4510,2.15,Calcul,Calculus,,,2498,,
698,Combinatorial mathematics,http://vocabularies.unesco.org/thesaurus/concept5633,2.15,Mathématiques combinatoires,Combinatorial mathematics,,,2502,,1773|3704|4167|2056
1773,Graph theory,http://vocabularies.unesco.org/thesaurus/concept5635,2.15,Théorie des graphes,Graph theory,,,4167,,698|2056|2777
3704,Set theory,http://vocabularies.unesco.org/thesaurus/concept5636,2.15,Théorie des ensembles,Set theory,,,2502,,698
4167,Topology,http://vocabularies.unesco.org/thesaurus/concept5637,2.15,Topologie,Topology,,,2502,1773,698|1723|2777
3923,Statistical data,http://vocabularies.unesco.org/thesaurus/concept5835,2.15,Donnée statistique,Statistical data,,,3926,3928|4158,1326|3629|1439|952|1035|735|2080|995|1215|1583|1622
841,Correlation,http://vocabularies.unesco.org/thesaurus/concept6658,2.15,Corrélation,Correlation,,,3922,3400,4320|2925
3928,Statistics presentation,http://vocabularies.unesco.org/thesaurus/concept7388,2.15,Présentation de statistiques,Statistics presentation,,,3923,1001,993
3354,Random processes,http://vocabularies.unesco.org/thesaurus/concept7525,2.15,Processus aléatoire,Random processes,,,3239,,4158|2056|1019|2918
1448,Equations,http://vocabularies.unesco.org/thesaurus/concept8945,2.15,Équation,Equations,,,2502,,
3103,Plasma physics,http://vocabularies.unesco.org/thesaurus/concept10932,2.20,Physique du plasma,Plasma physics,,,2839,,1605|2418|2838
2418,Magnetohydrodynamics,http://vocabularies.unesco.org/thesaurus/concept10964,2.20,Magnétohydrodynamique,Magnetohydrodynamics,,,1604,,1936|3103
1605,Fluid mechanics,http://vocabularies.unesco.org/thesaurus/concept10965,2.20,Mécanique des fluides,Fluid mechanics,,,2514,1604|3479,1951|3103
3479,Rheology,http://vocabularies.unesco.org/thesaurus/concept10966,2.20,Rhéologie,Rheology,,,1605,1936,4376
1975,Image formation,http://vocabularies.unesco.org/thesaurus/concept11102,2.20,Formation des images,Image formation,,,2924,,
2542,Melting,http://vocabularies.unesco.org/thesaurus/concept11283,2.20,Fusion,Melting,,,3070,,
2838,Nuclear fusion,http://vocabularies.unesco.org/thesaurus/concept11287,2.20,Fusion nucléaire,Nuclear fusion,,,2839,,3103
1925,Humidity,http://vocabularies.unesco.org/thesaurus/concept12053,2.20,Humidité,Humidity,,,3071,,1924|3841|4397
61,Acoustics,http://vocabularies.unesco.org/thesaurus/concept122,2.20,Acoustique,Acoustics,,,,3863,3329|496|60
878,Crystallography,http://vocabularies.unesco.org/thesaurus/concept123,2.20,Cristallographie,Crystallography,,,,,2559|2610|3066|3074|3347|2587
3863,Sound wave propagation,http://vocabularies.unesco.org/thesaurus/concept1234,2.20,Propagation d'ondes sonores,Sound wave propagation,,,61,,
3329,Radiation,http://vocabularies.unesco.org/thesaurus/concept1237,2.20,Radiation,Radiation,,,3070,847|3330|3343|3854,61|1358|2359|2589|3346
1356,Electricity,http://vocabularies.unesco.org/thesaurus/concept124,2.20,Électricité,Electricity,,,,,1352|1355|1359|3343|1357
2416,Magnetism,http://vocabularies.unesco.org/thesaurus/concept125,2.20,Magnétisme,Magnetism,,,,1358|1359,2417|1730
2514,Mechanics,http://vocabularies.unesco.org/thesaurus/concept126,2.20,Mécanique,Mechanics,,,,1605,4144|3318|1777
2638,Molecular physics,http://vocabularies.unesco.org/thesaurus/concept127,2.20,Physique moléculaire,Molecular physics,,,,,3066|2639
2839,Nuclear physics,http://vocabularies.unesco.org/thesaurus/concept128,2.20,Physique nucléaire,Nuclear physics,,,,321|2838|3103|3318,1371|2835|3343|2996
2924,Optics,http://vocabularies.unesco.org/thesaurus/concept129,2.20,Optique,Optics,,,,1975|2359,3058|2278|2922|2923
2167,Ionization,http://vocabularies.unesco.org/thesaurus/concept12916,2.20,Ionisation,Ionization,,,3070,,
3070,Physical processes,http://vocabularies.unesco.org/thesaurus/concept130,2.20,Processus physique,Physical processes,,,,832|1075|1397|1490|1659|1836|1837|2167|2542|3329,3071
3071,Physical properties,http://vocabularies.unesco.org/thesaurus/concept131,2.20,Propriété physique,Physical properties,,,,1355|1925|4141,3070|3343|2494
3074,Physics,http://vocabularies.unesco.org/thesaurus/concept132,2.20,Physique,Physics,,,,,434|602|878|1718|1734|3066|3401|2569|313
3401,Relativity,http://vocabularies.unesco.org/thesaurus/concept133,2.20,Relativité,Relativity,,,,,3074|3874|1777
4144,Thermodynamics,http://vocabularies.unesco.org/thesaurus/concept134,2.20,Thermodynamique,Thermodynamics,,,,1833,2514|4143|4138
2589,Microwaves,http://vocabularies.unesco.org/thesaurus/concept14114,2.20,Microonde,Microwaves,,,3339,,3329
4141,Thermal properties,http://vocabularies.unesco.org/thesaurus/concept15159,2.20,Propriété thermique,Thermal properties,,,3071,4107,
92,Aerodynamics,http://vocabularies.unesco.org/thesaurus/concept1561,2.20,Aérodynamique,Aerodynamics,,,1604,,1602
1602,Flow,http://vocabularies.unesco.org/thesaurus/concept1564,2.20,Flux,Flow,,,1604,4383,4376|92|1936
3339,Radio waves,http://vocabularies.unesco.org/thesaurus/concept2076,2.20,Onde radio,Radio waves,,,1358,2589,998|164|3334|205
847,Cosmic radiation,http://vocabularies.unesco.org/thesaurus/concept3240,2.20,Radiation cosmique,Cosmic radiation,,,3329,,1371|3343|3854|313
321,Atomic structure,http://vocabularies.unesco.org/thesaurus/concept3291,2.20,Structure atomique,Atomic structure,,,2839,,
4107,Temperature,http://vocabularies.unesco.org/thesaurus/concept4155,2.20,Température,Temperature,,,4141,4108,1659|4138|450|528
1837,Heating,http://vocabularies.unesco.org/thesaurus/concept4425,2.20,Chauffage,Heating,,,3070,,500|833
1833,Heat,http://vocabularies.unesco.org/thesaurus/concept4549,2.20,Chaleur,Heat,,,4144,,4139|1836|4116|4138
3318,Quantum theory,http://vocabularies.unesco.org/thesaurus/concept4810,2.20,Théorie des quanta,Quantum theory,,,2839,,2514|4399|568
1659,Freezing,http://vocabularies.unesco.org/thesaurus/concept6276,2.20,Congélation,Freezing,,,3070,,4107|3385|833
1397,Energy conversion,http://vocabularies.unesco.org/thesaurus/concept6556,2.20,Conversion d'énergie,Energy conversion,,,3070,,
832,Cooling,http://vocabularies.unesco.org/thesaurus/concept6561,2.20,Refroidissement,Cooling,,,3070,,
1836,Heat transfer,http://vocabularies.unesco.org/thesaurus/concept6566,2.20,Transfert de chaleur,Heat transfer,,,3070,,1833|4143|833
4383,Water currents,http://vocabularies.unesco.org/thesaurus/concept6672,2.20,Courant aquatique,Water currents,,,1602,,1936|2873
3343,Radioactivity,http://vocabularies.unesco.org/thesaurus/concept6687,2.20,Radioactivité,Radioactivity,,,3329,,1356|1371|2839|3071|847|3330|4260|4474|3341|3346|3348|3340|3344
3854,Solar radiation,http://vocabularies.unesco.org/thesaurus/concept6688,2.20,Rayonnement solaire,Solar radiation,,,3329,4260,847|2359|3983|3850|3851|3853
1490,Evaporation,http://vocabularies.unesco.org/thesaurus/concept7571,2.20,Évaporation,Evaporation,,,3070,,1491|1944|3189|1027|1157
1075,Diffusion,http://vocabularies.unesco.org/thesaurus/concept8005,2.20,Diffusion,Diffusion,,,3070,,
1604,Fluid dynamics,http://vocabularies.unesco.org/thesaurus/concept8050,2.20,Dynamique des fluides,Fluid dynamics,,,1605,92|1602|2418,
4108,Temperature distribution,http://vocabularies.unesco.org/thesaurus/concept8249,2.20,Répartition de la température,Temperature distribution,,,4107,,
1936,Hydrodynamics,http://vocabularies.unesco.org/thesaurus/concept8575,2.20,Hydrodynamique,Hydrodynamics,,,3479,,1162|1951|1602|2418|4383
3330,Radiation effects,http://vocabularies.unesco.org/thesaurus/concept9458,2.20,Effet des radiations,Radiation effects,,,3329,,3343|3340|3077|3344
1355,Electrical properties,http://vocabularies.unesco.org/thesaurus/concept9522,2.20,Propriété électrique,Electrical properties,,,3071,,1356|2494
1359,Electromagnetism,http://vocabularies.unesco.org/thesaurus/concept9529,2.20,Électromagnétisme,Electromagnetism,,,2416,,1356|1358
1358,Electromagnetic waves,http://vocabularies.unesco.org/thesaurus/concept9533,2.20,Onde électromagnétique,Electromagnetic waves,,,2416,3339|4399|4474,1359|2359|3329|4260
4399,Wave mechanics,http://vocabularies.unesco.org/thesaurus/concept9534,2.20,Mécanique des ondes,Wave mechanics,Comprend les équations et les fonctions des ondes.,Includes wave equations and functions.,1358,,3318
4474,X-rays,http://vocabularies.unesco.org/thesaurus/concept9535,2.20,Rayons X,X-rays,,,1358,,3347|3343
2359,Light,http://vocabularies.unesco.org/thesaurus/concept9537,2.20,Lumière,Light,,,2924,,2360|1358|3329|3854|4260|2278|2923
4260,Ultraviolet radiation,http://vocabularies.unesco.org/thesaurus/concept9538,2.20,Rayons ultraviolets,Ultraviolet radiation,,,3854,,1358|2359|3343
2639,Molecular structure,http://vocabularies.unesco.org/thesaurus/concept10312,2.25,Structure moléculaire,Molecular structure,,,3066,,2637|2638
2573,Microchemistry,http://vocabularies.unesco.org/thesaurus/concept10596,2.25,Microchimie,Microchemistry,,,1509,,2587
3566,Salt,http://vocabularies.unesco.org/thesaurus/concept11001,2.25,Sel,Salt,,,2087,,1609
3058,Photochemistry,http://vocabularies.unesco.org/thesaurus/concept11170,2.25,Photochimie,Photochemistry,,,3066,,2924|3065
1935,Hydrocarbons,http://vocabularies.unesco.org/thesaurus/concept11253,2.25,Hydrocarbure,Hydrocarbons,,,2934,,1671|3144|3041
4143,Thermochemistry,http://vocabularies.unesco.org/thesaurus/concept11790,2.25,Thermochimie,Thermochemistry,,,3066,,4144|1836
59,Acids,http://vocabularies.unesco.org/thesaurus/concept1221,2.25,Acide,Acids,,,590,,601
3348,Radioisotopes,http://vocabularies.unesco.org/thesaurus/concept12962,2.25,Radioisotope,Radioisotopes,,,2184,3341,2534|3343|3346
2417,Magnetochemistry,http://vocabularies.unesco.org/thesaurus/concept13626,2.25,Magnétochimie,Magnetochemistry,,,3066,,2416
589,Chemical analysis,http://vocabularies.unesco.org/thesaurus/concept137,2.25,Analyse chimique,Chemical analysis,,,,413|626|3891|4175,601|602|1509|4176|2495
590,Chemical compounds,http://vocabularies.unesco.org/thesaurus/concept138,2.25,Composé chimique,Chemical compounds,,,,59|2087|2934,
2935,Organic matter,http://vocabularies.unesco.org/thesaurus/concept13829,2.25,Matière organique,Organic matter,,,2934,,2933
592,Chemical elements,http://vocabularies.unesco.org/thesaurus/concept139,2.25,Élément chimique,Chemical elements,,,,539|2184|3057|3980,601|2493|2559|1939|2802|2948|414
596,Chemical processes,http://vocabularies.unesco.org/thesaurus/concept140,2.25,Processus chimique,Chemical processes,,,,699|844|1551,597|602
597,Chemical properties,http://vocabularies.unesco.org/thesaurus/concept141,2.25,Propriété chimique,Chemical properties,,,,,596|602|3066|3565|2494
598,Chemical research,http://vocabularies.unesco.org/thesaurus/concept142,2.25,Recherche chimique,Chemical research,,,,,602|1509
602,Chemistry,http://vocabularies.unesco.org/thesaurus/concept143,2.25,Chimie,Chemistry,,,,2086|2933,415|589|595|596|597|598|599|3074|591|594|626|421|1715|3080|600
1371,Elementary particles,http://vocabularies.unesco.org/thesaurus/concept144,2.25,Particule élémentaire,Elementary particles,,,,1370,2839|847|3343|2996
1509,Experimental chemistry,http://vocabularies.unesco.org/thesaurus/concept145,2.25,Chimie expérimentale,Experimental chemistry,,,,2573,589|598|1510
1697,Gases,http://vocabularies.unesco.org/thesaurus/concept146,2.25,Gaz,Gases,,,,540|1939|2802|2948,1696|1694
3066,Physical chemistry,http://vocabularies.unesco.org/thesaurus/concept147,2.25,Chimie physique,Physical chemistry,,,,591|594|1357|2417|2639|3058|3346|4143,434|597|878|2638|3074
3346,Radiochemistry,http://vocabularies.unesco.org/thesaurus/concept15154,2.25,Radiochimie,Radiochemistry,,,3066,,3329|3343|3341|3348|3344
3341,Radioactive tracers,http://vocabularies.unesco.org/thesaurus/concept15789,2.25,Traceur radioactif,Radioactive tracers,,,3348,,3347|3343|3346|3344
2933,Organic chemistry,http://vocabularies.unesco.org/thesaurus/concept1725,2.25,Chimie organique,Organic chemistry,,,602,,2934|2935|115
2949,Ozone,http://vocabularies.unesco.org/thesaurus/concept1952,2.25,Ozone,Ozone,,,2948,,318|147
413,Biochemical analysis,http://vocabularies.unesco.org/thesaurus/concept2198,2.25,Analyse biochimique,Biochemical analysis,,,589,,415
626,Chromatographic analysis,http://vocabularies.unesco.org/thesaurus/concept2208,2.25,Analyse chromatographique,Chromatographic analysis,,,589,,602
4175,Trace analysis,http://vocabularies.unesco.org/thesaurus/concept2220,2.25,Analyse de traces,Trace analysis,,,589,,
3891,Spectrochemical analysis,http://vocabularies.unesco.org/thesaurus/concept2236,2.25,Analyse spectrochimique,Spectrochemical analysis,,,589,,3892
2802,Nitrogen,http://vocabularies.unesco.org/thesaurus/concept3491,2.25,Azote,Nitrogen,,,1697,,592
3980,Sulphur,http://vocabularies.unesco.org/thesaurus/concept3497,2.25,Soufre,Sulphur,,,592,,2609
2934,Organic compounds,http://vocabularies.unesco.org/thesaurus/concept3957,2.25,Composé organique,Organic compounds,,,590,1935|2935|3148,415|601|2933|1441|1884|3263|4345
1551,Fermentation,http://vocabularies.unesco.org/thesaurus/concept4097,2.25,Fermentation,Fermentation,,,596,,438
539,Carbon,http://vocabularies.unesco.org/thesaurus/concept4645,2.25,Carbone,Carbon,,,592,,
540,Carbon dioxide,http://vocabularies.unesco.org/thesaurus/concept4650,2.25,Dioxyde de carbone,Carbon dioxide,,,1697,,3144|2087|1756
2087,Inorganic compounds,http://vocabularies.unesco.org/thesaurus/concept4652,2.25,Composé inorganique,Inorganic compounds,,,590,3566,601|4376|540|2086|2611|2609
591,Chemical effects,http://vocabularies.unesco.org/thesaurus/concept4983,2.25,Effet chimique,Chemical effects,,,3066,,602
2184,Isotopes,http://vocabularies.unesco.org/thesaurus/concept4986,2.25,Isotope,Isotopes,,,592,3348,
3057,Phosphorus,http://vocabularies.unesco.org/thesaurus/concept4987,2.25,Phosphore,Phosphorus,,,592,,2493|2609
1939,Hydrogen,http://vocabularies.unesco.org/thesaurus/concept4989,2.25,Hydrogène,Hydrogen,,,1697,,592
2948,Oxygen,http://vocabularies.unesco.org/thesaurus/concept4990,2.25,Oxygène,Oxygen,,,1697,2949,592
594,Chemical kinetics,http://vocabularies.unesco.org/thesaurus/concept4997,2.25,Cinétique chimique,Chemical kinetics,,,3066,,602
699,Combustion,http://vocabularies.unesco.org/thesaurus/concept5009,2.25,Combustion,Combustion,,,596,,4139|1589
844,Corrosion,http://vocabularies.unesco.org/thesaurus/concept5010,2.25,Corrosion,Corrosion,,,596,,
3105,Plastics,http://vocabularies.unesco.org/thesaurus/concept5034,2.25,Matière plastique,Plastics,,,3148,,601|762|2787
3148,Polymers,http://vocabularies.unesco.org/thesaurus/concept5035,2.25,Polymère,Polymers,,,2934,3105,601
2086,Inorganic chemistry,http://vocabularies.unesco.org/thesaurus/concept5037,2.25,Chimie minérale,Inorganic chemistry,,,602,,2087
1357,Electrochemistry,http://vocabularies.unesco.org/thesaurus/concept9528,2.25,Électrochimie,Electrochemistry,,,3066,,1356
1370,Electrons,http://vocabularies.unesco.org/thesaurus/concept9543,2.25,Électron,Electrons,,,1371,,
3848,Solar activity,http://vocabularies.unesco.org/thesaurus/concept1288,2.30,Activité solaire,Solar activity,"Inclue le vent solaire, les éruptions, les protubérances et les taches solaires.","Includes solar wind, flares, prominences, sunspots.",3983,,
2652,Moon,http://vocabularies.unesco.org/thesaurus/concept13577,2.30,Lune,Moon,,,3579,,
311,Astronomical systems,http://vocabularies.unesco.org/thesaurus/concept151,2.30,Système astronomique,Astronomical systems,,,,846|1690|2158|2563|3856|3915|4275,312|3874|310
